കവിതകൾ/ പാട്ടുകൾ,വൃത്തം,Poet,Type
നീ ഒഴുക്കെന്നോ മറന്ന മഹാനദി,,മുരുകന്‍ കാട്ടാക്കട,
ആരവമാര്‍ത്തിരമ്പൂന്നൂ ഞാനറിയുന്നൂ,,മുരുകന്‍ കാട്ടാക്കട,
കത്തിജ്ജ്വലിക്കാതെ സൂര്യൻ,,മുരുകന്‍ കാട്ടാക്കട,
കരിമ്പട്ടു ചുറ്റിപ്പതുങ്ങിയൊളിഞ്ഞു നിൽ‌പ്പൂ,,മുരുകന്‍ കാട്ടാക്കട,
രാജപ്രതാപം മറന്ന മേത്തൻ‌മണി,,മുരുകന്‍ കാട്ടാക്കട,
വാ തുറന്നൊച്ചയുണ്ടാക്കാതെ പൂട്ടി,,മുരുകന്‍ കാട്ടാക്കട,
ആരോ പറയുന്നുണ്ടെന്തു ഭാഗ്യം,,മുരുകന്‍ കാട്ടാക്കട,
‘ലൈവു’ കാണുവാനൊത്തതിന്നെന്റെ ഭാഗ്യം,,മുരുകന്‍ കാട്ടാക്കട,
നാത്തൂനേ നാത്തൂനേ,,മുരുകന്‍ കാട്ടാക്കട,
നാമെങ്ങോട്ടോടണു നാത്തൂനേ ?,,മുരുകന്‍ കാട്ടാക്കട,
അവനവനു വേണ്ടിയല്ലാതെ അപരന്നു ചുടുരക്തമൂറ്റി,,മുരുകന്‍ കാട്ടാക്കട,
കുലം വിട്ടു പോയവന്‍ രക്തസാക്ഷി,,മുരുകന്‍ കാട്ടാക്കട,
മഴവില്ലു താഴെ വീണുടയുന്ന മാനത്തു,,മുരുകന്‍ കാട്ടാക്കട,
വിരഹ മേഘ ശ്യാമ ഘനഭംഗികള്‍,,മുരുകന്‍ കാട്ടാക്കട,
ഭ്രമമാണുപ്രണയം വെറും ഭ്രമം,,മുരുകന്‍ കാട്ടാക്കട,
വാക്കിന്റെ വിരുതിനാല്‍ തീര്‍ക്കുന്ന സ്പടിക സൗധം,,മുരുകന്‍ കാട്ടാക്കട,
വയലു വാരങ്ങളില്‍ കുളിരു കോരീടാതെ,,മുരുകന്‍ കാട്ടാക്കട,
യെന്തിന്നു പുഴയെന്ന പേരു മാത്രം?,,മുരുകന്‍ കാട്ടാക്കട,
തെന്നല്‍ തലോടി,,മുരുകന്‍ കാട്ടാക്കട,
തുറന്ന പടിവാതിലില്‍,,മുരുകന്‍ കാട്ടാക്കട,
നിമിഷങ്ങളില്‍ നൂറു പൂവുകള്‍ വിരിയുന്നു,,മുല്ലനേഴി,
നിത്യതയെന്നെപ്പുണരുന്നു നിശ്ചയം,,മുല്ലനേഴി,
നഷ്ടപ്പെടുവാന്‍ വെറും ചങ്ങലഭൂമി,,മുല്ലനേഴി,
കഷ്ടപ്പെടുന്നവര്‍ക്കുള്ളതത്രേ,,മുല്ലനേഴി,
എന്റെ വീട് കാവല്‍ക്കാരന്റെ കൂര,,മുഹമ്മദ്‌ ദാര്‍വിഷ്.,
കമ്പും മുളയുംകൊണ്ട് കൂട്ടിയത്.,,മുഹമ്മദ്‌ ദാര്‍വിഷ്.,
മലകടന്നൊരു മാലാഖത്തെന്നൽ,,രാഘവൻ അത്തോളി,
മത്സ്യക്കുഞ്ഞുങ്ങളോട്‌ പറഞ്ഞതിങ്ങനെ,,രാഘവൻ അത്തോളി,
അരയിൽ ഓട്ടുമണിയണിഞ്ഞ്‌ ,,രോഷ്നി സ്വപ്ന,
ചുവന്ന പട്ടുടുത്ത്‌ ഉറഞ്ഞു തുള്ളുന്നു. ,,രോഷ്നി സ്വപ്ന,
അമ്മയുടെ വീട്ടിലേക്കുള്ള ആദ്യപടി,,രോഷ്നി സ്വപ്ന,
കയറുകയായിരുന്നു ഞങ്ങൾ,,രോഷ്നി സ്വപ്ന,
ദൂരെ വാനത്തു കണ്‍ചിമ്മും,,ലളിതാ ലെനിന്‍,
പൂക്കളേക്കാള്‍ വിരിഞ്ഞു ഞാന്‍,,ലളിതാ ലെനിന്‍,
കുതിച്ചു പായും കുതിരയെ,,വയലാര്‍ രാമവര്‍മ്മ,
വഴിയില്‍ കുറച്ചു നിമിഷം നിര്‍ത്തീ,,വയലാര്‍ രാമവര്‍മ്മ,
യവനചരിത്രാതീത യുഗങ്ങളെ,,വയലാര്‍ രാമവര്‍മ്മ,
യടിമുടിപുളകം ചാര്‍ത്തി,,വയലാര്‍ രാമവര്‍മ്മ,
പ്രപഞ്ചഗോപുരവാതിൽ തുറന്നു,,വയലാര്‍ രാമവര്‍മ്മ,
പണ്ടു മനുഷ്യൻ വന്നു,,വയലാര്‍ രാമവര്‍മ്മ,
പാര്‍വ്വതീപൂജയ്ക്ക് പൂനുള്ളുവാന്‍ വന്ന,,വയലാര്‍ രാമവര്‍മ്മ,
ദ്രാവിഡരാജകുമാരിയാം താടക,,വയലാര്‍ രാമവര്‍മ്മ,
വില്ലുകുലയ്ക്കൂ ശരം തൊടുക്കൂ,,വയലാര്‍ രാമവര്‍മ്മ,
രാമാ കൊല്ലൂ  നിശാചരി താടകയാണവള്‍,,വയലാര്‍ രാമവര്‍മ്മ,
അച്ഛനുറങ്ങികിടക്കുന്നു നിശ്ചലം,,വയലാര്‍ രാമവര്‍മ്മ,
നിശബ്ദതപോലുമന്നു നിശബ്ദമായ്..,,വയലാര്‍ രാമവര്‍മ്മ,
ആരൊരാളെൻ കുതിരയെ കെട്ടുവാൻ,,വയലാര്‍ രാമവര്‍മ്മ,
ആരൊരാളതിൻ മാർഗ്ഗം മുടക്കുവാൻ ?,,വയലാര്‍ രാമവര്‍മ്മ,
വാളല്ലെൻ സമരായുധം‌ ഝണഝണ,,വയലാര്‍ രാമവര്‍മ്മ,
ധ്വാനം മുഴക്കീടുവാനാളല്ലെൻ കരവാളു വിറ്റൊരു,,വയലാര്‍ രാമവര്‍മ്മ,
മണിപ്പൊൻ വീണ വാങ്ങിച്ചു ഞാൻ,,വയലാര്‍ രാമവര്‍മ്മ,
ഓണക്കോടി ഞൊറിഞ്ഞുടുത്തൂ കമുകിൻ,,വയലാര്‍ രാമവര്‍മ്മ,
പൊൻപ്പൂക്കുലച്ചാർത്തുമായ്,,വയലാര്‍ രാമവര്‍മ്മ,
മിണ്ടി തുടങ്ങാന്‍ ശ്രമിയ്ക്കുന്ന പിഞ്ചിളം,,വള്ളത്തോൾ,
ചുണ്ടിന്മേല്‍ അമ്മിഞ്ഞാ പാലോടൊപ്പം,,വള്ളത്തോൾ,
അമ്മയെന്നുള്ള രണ്ടക്ഷരമല്ലയോ,,വള്ളത്തോൾ,
സമ്മേളിച്ചിടുന്നതൊന്നാമതായ്,,വള്ളത്തോൾ,
മറ്റുള്ള ഭാഷകള്‍ കേവലം ധാത്രിമാര്‍,,വള്ളത്തോൾ,
മര്‍ത്യനു പെറ്റമ്മ തന്‍ ഭാഷതാന്‍,,വള്ളത്തോൾ,
ലോകമേ തറവാട് തനിക്കി ചെടികളും,,വള്ളത്തോൾ,
പുല്‍കളും പുഴുക്കളും കൂടിതന്‍ കുടുംബക്കാര്‍,,വള്ളത്തോൾ,
മുക്തിതൻ മണിമയക്കാൽത്തളക്കിലുക്കങ്ങൾ,,വള്ളത്തോൾ,
മുറ്റുമെൻ ഗുരുവിന്റെ ശോഭവചനങ്ങൾ,,വള്ളത്തോൾ,
കാറു പോകാത്തീത്തവിട്ടു പാതയ്ക്കെല്ലാ,, വി എം ഗിരിജ,
മേതോ ചിറകു മുളയ്ക്കും.,, വി എം ഗിരിജ,
ഇടത്തല്ല വലത്തല്ല നടുക്കല്ലെന്‍ സരസ്വതി,,വി ടി കുമാരന്‍,
വെളുത്ത താമരപ്പൂവിലുറക്കമല്ല.,,വി ടി കുമാരന്‍,
മുഷിഞ്ഞ വേഷംമുഷിഞ്ഞ മുഖം,,വി മോഹനകൃഷ്ണന്‍,
അയാള്‍ക്കെന്തെങ്കിലും പണി വേണം,,വി മോഹനകൃഷ്ണന്‍,
കുഞ്ഞുമുന്തിരിപ്പഴങ്ങള്‍ പോലെ,,വി രവികുമാര്‍,
മഴത്തുള്ളികള്‍ ചൊരിയുന്നു,,വി രവികുമാര്‍,
കല്യാണസൗഗന്ധികം മുണ്ടുപെട്ടിയില്‍,,വിജയലക്ഷ്മി,
ക്കണ്ണെത്തിടാതൊളിക്കുമ്പോള്‍,,വിജയലക്ഷ്മി,
മലകള്‍ നിങ്ങള്‍ക്കു കുഴിചെടുക്കുവാന്‍,,വിജയലക്ഷ്മി,
ഹരിതവൃക്ഷങ്ങള്‍ പിഴുതെടുക്കുവാന്‍,,വിജയലക്ഷ്മി,
ഉച്ചിവച്ച മഹാസ്മാരകങ്ങള്‍,,വിജയലക്ഷ്മി,
നിഷ്ഫലം പൊടിക്കുന്നായടങ്ങി,,വിജയലക്ഷ്മി,
പുലര്‍ക്കാല മഞ്ഞിന്‍ പ്രിയം വീണയാമം,,വിജയലക്ഷ്മി,
വിദൂരം വിറയ്ക്കുന്ന വെണ്മേഘ തീരം,,വിജയലക്ഷ്മി,
ആവണിയ്ക്കൊരു തുമ്പതേടുമ്പോഴും,,വിജയലക്ഷ്മി,
ആരെയോര്‍ക്കേണ്ടു നിന്നെയല്ലാതെ ഞാന്‍,,വിജയലക്ഷ്മി,
ആകാശ നീലമോ നിൻറെ സിംഹാസനം,,വിജയലക്ഷ്മി,
ആഴിയിൽ നിൻറെ നാമോച്ചാരണ സ്വനം .,,വിജയലക്ഷ്മി,
പേടിമറന്നുപെറ്റതാവണം,,വീരാന്‍കുട്ടി,
ഭൂമി ഈ വെളുത്ത കൂണുകളെ....,,വീരാന്‍കുട്ടി,
അവളും ചി(തശലഭം എന്നു പറഞ്ഞു തുടങ്ങി,,വീരാന്‍കുട്ടി,
പൂമ്പാറ്റ എന്നത് അതിനെ അതിെൻറ വീട്ടിൽ,,വീരാന്‍കുട്ടി,
വിളിക്കുന്ന പേര് എന്നു സമാധാനിച്ചുകൊണ്ട്......,,വീരാന്‍കുട്ടി,
മുത്തി മുറുക്കുമ്പോള്‍മഞ്ഞക്കിളിന്തു,,വീരാന്‍കുട്ടി,
വെറ്റില വടിവണിയുന്നു.,,വീരാന്‍കുട്ടി,
കമാന്നൊരക്ഷരം മിണ്ടാതിരിക്കാനുള്ള,,വീരാന്‍കുട്ടി,
ക്ഷമ നാവിനു സ്വന്തം.,,വീരാന്‍കുട്ടി,
ചിറകുകളില്ല ദേശാന്തരം വിധിച്ചിട്ടില്ല,,വീരാന്‍കുട്ടി,
ആകാശവും സ്വന്തമല്ല,,വീരാന്‍കുട്ടി,
വന്ദനം വന്ദനം  വാര്‍മെത്തും ദ്രാവിഡ,,വെണ്ണിക്കുളം  ഗോപാലക്കുറുപ്പ്,
നന്ദിനിയായി വളര്‍ന്ന ഭാഷേ,,വെണ്ണിക്കുളം  ഗോപാലക്കുറുപ്പ്,
കേരളത്തൂമൊഴിയെന്നു കേട്ടാല്‍ മതി,,വെണ്ണിക്കുളം  ഗോപാലക്കുറുപ്പ്,
കോരിത്തരിപ്പിന്‍റെ കൊയ്ത്തുകാലം.,,വെണ്ണിക്കുളം  ഗോപാലക്കുറുപ്പ്,
